,Disease,Symptom_1,Symptom_2,Symptom_3
504,Bronchial Asthma, fatigue, cough, high_fever
505,Bronchial Asthma, fatigue, cough, high_fever
506,Bronchial Asthma, fatigue, cough, high_fever
507,Bronchial Asthma, fatigue, cough, high_fever
508,Bronchial Asthma, cough, high_fever, breathlessness
509,Bronchial Asthma, fatigue, high_fever, breathlessness
510,Hypertension , headache, chest_pain, dizziness
511,Hypertension , chest_pain, dizziness, loss_of_balance
512,Hypertension , headache, dizziness, loss_of_balance
513,Hypertension , headache, chest_pain, loss_of_balance
514,Hypertension , headache, chest_pain, dizziness
515,Hypertension , headache, chest_pain, dizziness
516,Hypertension , headache, chest_pain, dizziness
517,Hypertension , chest_pain, dizziness, loss_of_balance
518,Hypertension , headache, dizziness, loss_of_balance
519,Hypertension , headache, chest_pain, loss_of_balance
520,Migraine, acidity, indigestion, headache
521,Migraine, indigestion, headache, blurred_and_distorted_vision
522,Migraine, acidity, headache, blurred_and_distorted_vision
523,Migraine, acidity, indigestion, blurred_and_distorted_vision
524,Migraine, acidity, indigestion, headache
525,Migraine, acidity, indigestion, headache
526,Migraine, acidity, indigestion, headache
527,Migraine, acidity, indigestion, headache
528,Migraine, acidity, indigestion, headache
529,Migraine, acidity, indigestion, headache
530,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
531,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
532,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness
533,Cervical spondylosis, back_pain, neck_pain, dizziness
534,Cervical spondylosis, back_pain, weakness_in_limbs, dizziness
535,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
536,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
537,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
538,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness
539,Cervical spondylosis, back_pain, neck_pain, dizziness
540,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
541,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
542,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium
543,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium
544,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium
545,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
546,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
547,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium
548,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium
549,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium
550,Jaundice,itching, vomiting, fatigue
551,Jaundice,itching, vomiting, fatigue
552,Jaundice, vomiting, fatigue, weight_loss
553,Jaundice,itching, fatigue, weight_loss
554,Jaundice,itching, vomiting, weight_loss
555,Jaundice,itching, vomiting, fatigue
556,Jaundice,itching, vomiting, fatigue
557,Jaundice,itching, vomiting, fatigue
558,Jaundice,itching, vomiting, fatigue
559,Jaundice,itching, vomiting, fatigue
560,Malaria, chills, vomiting, high_fever
561,Malaria, chills, vomiting, high_fever
562,Malaria, chills, vomiting, high_fever
563,Malaria, vomiting, high_fever, sweating
564,Malaria, chills, high_fever, sweating
565,Malaria, chills, vomiting, sweating
566,Malaria, chills, vomiting, high_fever
567,Malaria, chills, vomiting, high_fever
568,Malaria, chills, vomiting, high_fever
569,Malaria, chills, vomiting, high_fever
570,Chicken pox,itching, skin_rash, fatigue
571,Chicken pox, skin_rash, fatigue, lethargy
572,Chicken pox,itching, fatigue, lethargy
573,Chicken pox,itching, skin_rash, lethargy
574,Chicken pox,itching, skin_rash, fatigue
575,Chicken pox,itching, skin_rash, fatigue
576,Chicken pox,itching, skin_rash, fatigue
577,Chicken pox,itching, skin_rash, fatigue
578,Chicken pox,itching, skin_rash, fatigue
579,Chicken pox,itching, skin_rash, fatigue
580,Dengue, skin_rash, chills, joint_pain
581,Dengue, skin_rash, chills, joint_pain
582,Dengue, skin_rash, chills, joint_pain
583,Dengue, skin_rash, chills, joint_pain
584,Dengue, chills, joint_pain, vomiting
585,Dengue, skin_rash, joint_pain, vomiting
586,Dengue, skin_rash, chills, vomiting
587,Dengue, skin_rash, chills, joint_pain
588,Dengue, skin_rash, chills, joint_pain
589,Dengue, skin_rash, chills, joint_pain
590,Typhoid, chills, vomiting, fatigue
591,Typhoid, chills, vomiting, fatigue
592,Typhoid, chills, vomiting, fatigue
593,Typhoid, chills, vomiting, fatigue
594,Typhoid, chills, vomiting, fatigue
595,Typhoid, chills, vomiting, fatigue
596,Typhoid, chills, vomiting, fatigue
597,Typhoid, chills, vomiting, fatigue
598,Typhoid, chills, vomiting, fatigue
599,Typhoid, chills, fatigue, high_fever
600,hepatitis A, joint_pain, vomiting, yellowish_skin
601,hepatitis A, joint_pain, vomiting, yellowish_skin
602,hepatitis A, vomiting, yellowish_skin, dark_urine
603,hepatitis A, joint_pain, yellowish_skin, dark_urine
604,hepatitis A, joint_pain, vomiting, dark_urine
605,hepatitis A, joint_pain, vomiting, yellowish_skin
606,hepatitis A, joint_pain, vomiting, yellowish_skin
607,hepatitis A, joint_pain, vomiting, yellowish_skin
608,hepatitis A, joint_pain, vomiting, yellowish_skin
609,hepatitis A, joint_pain, vomiting, yellowish_skin
610,Hepatitis B,itching, fatigue, lethargy
611,Hepatitis B,itching, fatigue, lethargy
612,Hepatitis B, fatigue, lethargy, yellowish_skin
613,Hepatitis B,itching, lethargy, yellowish_skin
614,Hepatitis B,itching, fatigue, yellowish_skin
615,Hepatitis B,itching, fatigue, lethargy
616,Hepatitis B,itching, fatigue, lethargy
617,Hepatitis B,itching, fatigue, lethargy
618,Hepatitis B,itching, fatigue, lethargy
619,Hepatitis B,itching, fatigue, lethargy
620,Hepatitis C, fatigue, yellowish_skin, nausea
621,Hepatitis C, fatigue, yellowish_skin, nausea
622,Hepatitis C, yellowish_skin, nausea, loss_of_appetite
623,Hepatitis C, fatigue, nausea, loss_of_appetite
624,Hepatitis C, fatigue, yellowish_skin, loss_of_appetite
625,Hepatitis C, fatigue, yellowish_skin, nausea
626,Hepatitis C, fatigue, yellowish_skin, nausea
627,Hepatitis C, fatigue, yellowish_skin, nausea
628,Hepatitis C, fatigue, yellowish_skin, nausea
629,Hepatitis C, fatigue, yellowish_skin, nausea
630,Hepatitis D, joint_pain, vomiting, fatigue
631,Hepatitis D, vomiting, fatigue, yellowish_skin
632,Hepatitis D, joint_pain, fatigue, yellowish_skin
633,Hepatitis D, joint_pain, vomiting, yellowish_skin
634,Hepatitis D, joint_pain, vomiting, fatigue
635,Hepatitis D, joint_pain, vomiting, fatigue
636,Hepatitis D, joint_pain, vomiting, fatigue
637,Hepatitis D, joint_pain, vomiting, fatigue
638,Hepatitis D, joint_pain, vomiting, fatigue
639,Hepatitis D, joint_pain, vomiting, fatigue
640,Hepatitis E, joint_pain, vomiting, fatigue
641,Hepatitis E, joint_pain, vomiting, fatigue
642,Hepatitis E, joint_pain, vomiting, fatigue
643,Hepatitis E, vomiting, fatigue, high_fever
644,Hepatitis E, joint_pain, fatigue, high_fever
645,Hepatitis E, joint_pain, vomiting, high_fever
646,Hepatitis E, joint_pain, vomiting, fatigue
647,Hepatitis E, joint_pain, vomiting, fatigue
648,Hepatitis E, joint_pain, vomiting, fatigue
649,Hepatitis E, joint_pain, vomiting, fatigue
650,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
651,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
652,Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach
653,Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach
654,Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach
655,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
656,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
657,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
658,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
659,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
660,Tuberculosis, chills, vomiting, fatigue
661,Tuberculosis, chills, vomiting, fatigue
662,Tuberculosis, vomiting, fatigue, weight_loss
663,Tuberculosis, chills, fatigue, weight_loss
664,Tuberculosis, chills, vomiting, weight_loss
665,Tuberculosis, chills, vomiting, fatigue
666,Tuberculosis, chills, vomiting, fatigue
667,Tuberculosis, chills, vomiting, fatigue
668,Tuberculosis, chills, vomiting, fatigue
669,Tuberculosis, chills, vomiting, fatigue
670,Common Cold, continuous_sneezing, chills, fatigue
671,Common Cold, continuous_sneezing, chills, fatigue
672,Common Cold, chills, fatigue, cough
673,Common Cold, continuous_sneezing, fatigue, cough
674,Common Cold, continuous_sneezing, chills, cough
675,Common Cold, continuous_sneezing, chills, fatigue
676,Common Cold, continuous_sneezing, chills, fatigue
677,Common Cold, continuous_sneezing, chills, fatigue
678,Common Cold, continuous_sneezing, chills, fatigue
679,Common Cold, continuous_sneezing, chills, fatigue
680,Pneumonia, chills, fatigue, cough
681,Pneumonia, chills, fatigue, cough
682,Pneumonia, chills, fatigue, cough
683,Pneumonia, fatigue, cough, high_fever
684,Pneumonia, chills, cough, high_fever
685,Pneumonia, chills, fatigue, high_fever
686,Pneumonia, chills, fatigue, cough
687,Pneumonia, chills, fatigue, cough
688,Pneumonia, chills, fatigue, cough
689,Pneumonia, chills, fatigue, cough
690,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
691,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
692,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
693,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool
694,Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool
695,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool
696,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
697,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
698,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
699,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
700,Heart attack, vomiting, breathlessness, sweating
701,Heart attack, vomiting, breathlessness, sweating
702,Heart attack, breathlessness, sweating, chest_pain
703,Heart attack, vomiting, sweating, chest_pain
704,Heart attack, vomiting, breathlessness, chest_pain
705,Heart attack, vomiting, breathlessness, sweating
706,Heart attack, vomiting, breathlessness, sweating
707,Heart attack, breathlessness, sweating, chest_pain
708,Heart attack, vomiting, sweating, chest_pain
709,Heart attack, vomiting, breathlessness, chest_pain
710,Varicose veins, fatigue, cramps, bruising
711,Varicose veins, fatigue, cramps, bruising
712,Varicose veins, cramps, bruising, obesity
713,Varicose veins, fatigue, bruising, obesity
714,Varicose veins, fatigue, cramps, obesity
715,Varicose veins, fatigue, cramps, bruising
716,Varicose veins, fatigue, cramps, bruising
717,Varicose veins, fatigue, cramps, bruising
718,Varicose veins, fatigue, cramps, bruising
719,Varicose veins, fatigue, cramps, bruising
720,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
721,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
722,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings
723,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings
724,Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings
725,Hypothyroidism, fatigue, weight_gain, mood_swings
726,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
727,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
728,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
729,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
730,Hyperthyroidism, fatigue, mood_swings, weight_loss
731,Hyperthyroidism, fatigue, mood_swings, weight_loss
732,Hyperthyroidism, mood_swings, weight_loss, restlessness
733,Hyperthyroidism, fatigue, weight_loss, restlessness
734,Hyperthyroidism, fatigue, mood_swings, restlessness
735,Hyperthyroidism, fatigue, mood_swings, weight_loss
736,Hyperthyroidism, fatigue, mood_swings, weight_loss
737,Hyperthyroidism, fatigue, mood_swings, weight_loss
738,Hyperthyroidism, fatigue, mood_swings, weight_loss
739,Hyperthyroidism, fatigue, mood_swings, weight_loss
740,Hypoglycemia, vomiting, fatigue, anxiety
741,Hypoglycemia, vomiting, fatigue, anxiety
742,Hypoglycemia, vomiting, fatigue, anxiety
743,Hypoglycemia, fatigue, anxiety, sweating
744,Hypoglycemia, vomiting, anxiety, sweating
745,Hypoglycemia, vomiting, fatigue, sweating
746,Hypoglycemia, vomiting, fatigue, anxiety
747,Hypoglycemia, vomiting, fatigue, anxiety
748,Hypoglycemia, vomiting, fatigue, anxiety
749,Hypoglycemia, vomiting, fatigue, anxiety
750,Osteoarthristis, joint_pain, neck_pain, knee_pain
751,Osteoarthristis, joint_pain, neck_pain, knee_pain
752,Osteoarthristis, neck_pain, knee_pain, hip_joint_pain
753,Osteoarthristis, joint_pain, knee_pain, hip_joint_pain
754,Osteoarthristis, joint_pain, neck_pain, hip_joint_pain
755,Osteoarthristis, joint_pain, neck_pain, knee_pain
756,Osteoarthristis, joint_pain, neck_pain, knee_pain
757,Osteoarthristis, joint_pain, neck_pain, knee_pain
758,Osteoarthristis, joint_pain, neck_pain, knee_pain
759,Osteoarthristis, joint_pain, neck_pain, knee_pain
760,Arthritis, muscle_weakness, stiff_neck, swelling_joints
761,Arthritis, muscle_weakness, stiff_neck, swelling_joints
762,Arthritis, stiff_neck, swelling_joints, movement_stiffness
763,Arthritis, muscle_weakness, swelling_joints, movement_stiffness
764,Arthritis, muscle_weakness, stiff_neck, movement_stiffness
765,Arthritis, muscle_weakness, stiff_neck, swelling_joints
766,Arthritis, muscle_weakness, stiff_neck, swelling_joints
767,Arthritis, muscle_weakness, stiff_neck, swelling_joints
768,Arthritis, muscle_weakness, stiff_neck, swelling_joints
769,Arthritis, muscle_weakness, stiff_neck, swelling_joints
770,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
771,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
772,(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements
773,(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements
774,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements
775,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
776,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
777,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
778,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
779,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
780,Acne, skin_rash, pus_filled_pimples, blackheads
781,Acne, skin_rash, pus_filled_pimples, blackheads
782,Acne, pus_filled_pimples, blackheads, scurring
783,Acne, skin_rash, blackheads, scurring
784,Acne, skin_rash, pus_filled_pimples, scurring
785,Acne, skin_rash, pus_filled_pimples, blackheads
786,Acne, skin_rash, pus_filled_pimples, blackheads
787,Acne, skin_rash, pus_filled_pimples, blackheads
788,Acne, skin_rash, pus_filled_pimples, scurring
789,Acne, skin_rash, blackheads, scurring
790,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
791,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
792,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
793,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine
794,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine
795,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
796,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
797,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine
798,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
799,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine
800,Psoriasis, skin_rash, joint_pain, skin_peeling
801,Psoriasis, skin_rash, joint_pain, skin_peeling
802,Psoriasis, joint_pain, skin_peeling, silver_like_dusting
803,Psoriasis, skin_rash, skin_peeling, silver_like_dusting
804,Psoriasis, skin_rash, joint_pain, silver_like_dusting
805,Psoriasis, skin_rash, joint_pain, skin_peeling
806,Psoriasis, skin_rash, joint_pain, skin_peeling
807,Psoriasis, skin_rash, joint_pain, skin_peeling
808,Psoriasis, skin_rash, joint_pain, skin_peeling
809,Psoriasis, skin_rash, joint_pain, skin_peeling
810,Impetigo, skin_rash, high_fever, blister
811,Impetigo, skin_rash, high_fever, blister
812,Impetigo, high_fever, blister, red_sore_around_nose
